#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
               657             -0.68         -0.769985        0.00321647
               658             -0.68         -0.769848        0.00321449
               659             -0.68         -0.769712         0.0032125
               660             -0.68         -0.769576        0.00321051
               661              -0.6         -0.769319        0.00321588
               662             -0.76         -0.769305        0.00321106
               663             -0.68          -0.76917        0.00320904
               664              -0.6         -0.768916         0.0032143
               665             -0.68         -0.768782        0.00321225
               666             -0.68         -0.768649        0.00321019
               667             -0.76         -0.768636         0.0032054
               668             -0.76         -0.768623        0.00320063
               669             -0.84         -0.768729        0.00319762
               670             -0.84         -0.768836        0.00319462
               671             -0.84         -0.768942        0.00319162
               672             -0.84         -0.769048        0.00318862
               673             -0.84         -0.769153        0.00318563
               674             -0.76         -0.769139        0.00318093
               675             -0.84         -0.769244        0.00317795
               676             -0.84         -0.769349        0.00317497
               677             -0.76         -0.769335        0.00317031
               678             -0.76         -0.769322        0.00316566
               679             -0.84         -0.769426        0.00316271
               680             -0.84         -0.769529        0.00315976
               681             -0.84         -0.769633        0.00315682
               682             -0.84         -0.769736        0.00315387
               683             -0.76         -0.769722        0.00314929
               684             -0.76         -0.769708        0.00314472
               685             -0.76         -0.769693        0.00314016
               686              -0.6         -0.769446        0.00314531
               687             -0.68         -0.769316        0.00314342
               688             -0.68         -0.769186        0.00314153
               689             -0.76         -0.769173          0.003137
               690             -0.84         -0.769275        0.00313414
               691             -0.84         -0.769378        0.00313127
