#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
               772           166.667           161.032          0.902451
               773           166.667           161.039          0.901313
               774           166.667           161.046          0.900178
               775           166.667           161.054          0.899046
               776           166.667           161.061          0.897916
               777           166.667           161.068           0.89679
               778           166.667           161.075          0.895666
               779           166.667           161.082          0.894545
               780           166.667            161.09          0.893427
               781           166.667           161.097          0.892311
               782           166.667           161.104          0.891198
               783           166.667           161.111          0.890089
               784           166.667           161.118          0.888981
               785           166.667           161.125          0.887877
               786           166.667           161.132          0.886775
               787           166.667           161.139          0.885677
               788           166.667           161.146           0.88458
               789           166.667           161.153          0.883487
               790           166.667            161.16          0.882396
               791           166.667           161.167          0.881308
               792           166.667           161.174          0.880223
               793           166.667           161.181           0.87914
               794           166.667           161.188           0.87806
               795           166.667           161.195          0.876982
               796           166.667           161.202          0.875908
               797           166.667           161.209          0.874835
               798           166.667           161.215          0.873766
               799           166.667           161.222          0.872699
               800           166.667           161.229          0.871635
               801           166.667           161.236          0.870573
               802           166.667           161.243          0.869514
               803           166.667           161.249          0.868457
               804           166.667           161.256          0.867403
               805           166.667           161.263          0.866352
               806           166.667           161.269          0.865303
               807           166.667           161.276          0.864256
               808           166.667           161.283          0.863212
               809           166.667           161.289          0.862171
               810           166.667           161.296          0.861132
               811           166.667           161.303          0.860096
               812           166.667           161.309          0.859062
               813           166.667           161.316          0.858031
               814           166.667           161.323          0.857002
               815           166.667           161.329          0.855975
               816           166.667           161.336          0.854951
               817           166.667           161.342           0.85393
               818           166.667           161.349          0.852911
               819           166.667           161.355          0.851894
               820           166.667           161.362           0.85088
               821           166.667           161.368          0.849868
               822           166.667           161.375          0.848858
               823           166.667           161.381          0.847851
               824           166.667           161.387          0.846847
               825           166.667           161.394          0.845844
               826           166.667             161.4          0.844844
               827           166.667           161.407          0.843847
               828           166.667           161.413          0.842852
               829           166.667           161.419          0.841859
               830           166.667           161.426          0.840868
               831           166.667           161.432           0.83988
               832           166.667           161.438          0.838894
               833           166.667           161.444           0.83791
               834           166.667           161.451          0.836929
               835           166.667           161.457           0.83595
               836           166.667           161.463          0.834973
               837           166.667           161.469          0.833999
               838           166.667           161.476          0.833027
               839           166.667           161.482          0.832057
               840           166.667           161.488          0.831089
               841           166.667           161.494          0.830124
               842           166.667             161.5          0.829161
               843           166.667           161.506            0.8282
               844           166.667           161.512          0.827241
               845           166.667           161.519          0.826284
               846           166.667           161.525           0.82533
               847           166.667           161.531          0.824378
               848           166.667           161.537          0.823428
               849           166.667           161.543          0.822481
               850           166.667           161.549          0.821535
               851           166.667           161.555          0.820592
               852           166.667           161.561           0.81965
               853           166.667           161.567          0.818711
               854           166.667           161.573          0.817774
               855           166.667           161.579           0.81684
               856           166.667           161.585          0.815907
               857           166.667           161.591          0.814977
               858           166.667           161.597          0.814048
               859           166.667           161.602          0.813122
